"AIRSPEED CORRECTION TABLE",
"IAS,40,50,60,70,80,90,100,110,120,130,140",
"FLAPS UP,CAS,53,58,64,72,79,88,97,107,117,127,137",
"FLAPS DOWN,CAS,49,55,63,72,81,90,100,.,.,.,."
